"Country_Region","Last_Update","Confirmed","Deaths","Recovered","Active"
"Czechia",2020-04-12,5991,138,464,5389
"Czechia",2020-04-13,6059,143,519,5397
"Czechia",2020-04-14,6111,161,642,5308
"Czechia",2020-04-15,6216,166,819,5231
"Czechia",2020-04-16,6433,169,972,5292
"Denmark",2020-04-01,10,0,2,8
"Denmark",2020-04-01,173,0,75,98
"Denmark",2020-04-01,3107,104,894,2109
"Denmark",2020-04-02,10,0,2,8
"Denmark",2020-04-02,177,0,81,96
"Denmark",2020-04-02,3386,123,1089,2174
"Denmark",2020-04-03,10,0,3,7
"Denmark",2020-04-03,179,0,91,88
"Denmark",2020-04-03,3757,139,1193,2425
"Denmark",2020-04-04,11,0,3,8
"Denmark",2020-04-04,181,0,93,88
"Denmark",2020-04-04,4077,161,1283,2633
"Denmark",2020-04-05,11,0,3,8
"Denmark",2020-04-05,181,0,99,82
"Denmark",2020-04-05,4369,179,1327,2863
"Denmark",2020-04-06,11,0,4,7
"Denmark",2020-04-06,183,0,107,76
"Denmark",2020-04-06,4681,187,1378,3116
"Denmark",2020-04-07,11,0,10,1
"Denmark",2020-04-07,184,0,120,64
"Denmark",2020-04-07,5071,203,1491,3377
"Denmark",2020-04-08,11,0,11,0
"Denmark",2020-04-08,184,0,131,53
"Denmark",2020-04-08,5402,218,1621,3563
"Denmark",2020-04-09,11,0,11,0
"Denmark",2020-04-09,184,0,136,48
"Denmark",2020-04-09,5635,237,1736,3662
"Denmark",2020-04-10,11,0,11,0
"Denmark",2020-04-10,184,0,145,39
"Denmark",2020-04-10,5819,247,1773,3799
"Denmark",2020-04-11,11,0,11,0
"Denmark",2020-04-11,184,0,145,39
"Denmark",2020-04-11,5996,260,1955,3781
"Denmark",2020-04-12,11,0,11,0
"Denmark",2020-04-12,184,0,157,27
"Denmark",2020-04-12,6174,273,2123,3778
"Denmark",2020-04-13,11,0,11,0
"Denmark",2020-04-13,184,0,157,27
"Denmark",2020-04-13,6318,285,2235,3798
"Denmark",2020-04-14,11,0,11,0
"Denmark",2020-04-14,184,0,163,21
"Denmark",2020-04-14,6511,299,2515,3697
"Denmark",2020-04-15,11,0,11,0
"Denmark",2020-04-15,184,0,166,18
"Denmark",2020-04-15,6681,309,2748,3624
"Denmark",2020-04-16,11,0,11,0
"Denmark",2020-04-16,184,0,169,15
"Denmark",2020-04-16,6879,321,3023,3535
"Diamond Princess",2020-04-01,712,11,603,98
"Diamond Princess",2020-04-02,712,11,619,82
"Diamond Princess",2020-04-03,712,11,619,82
"Diamond Princess",2020-04-04,712,11,619,82
"Diamond Princess",2020-04-05,712,11,619,82
"Diamond Princess",2020-04-06,712,11,619,82
"Diamond Princess",2020-04-07,712,11,619,82
"Diamond Princess",2020-04-08,712,11,619,82
"Diamond Princess",2020-04-09,712,11,619,82
"Diamond Princess",2020-04-10,712,11,619,82
"Diamond Princess",2020-04-11,712,11,619,82
"Diamond Princess",2020-04-12,712,11,619,82
"Diamond Princess",2020-04-13,712,11,619,82
"Diamond Princess",2020-04-14,712,12,639,61
"Diamond Princess",2020-04-15,712,12,639,61
"Diamond Princess",2020-04-16,712,12,644,56
"Djibouti",2020-04-01,33,0,0,33
"Djibouti",2020-04-02,40,0,0,40
"Djibouti",2020-04-03,49,0,8,41
"Djibouti",2020-04-04,50,0,8,42
"Djibouti",2020-04-05,59,0,9,50
"Djibouti",2020-04-06,90,0,9,81
"Djibouti",2020-04-07,90,0,9,81
"Djibouti",2020-04-08,135,0,25,110
"Djibouti",2020-04-09,135,0,25,110
"Djibouti",2020-04-10,150,1,36,113
"Djibouti",2020-04-11,187,2,36,149
"Djibouti",2020-04-12,214,2,36,176
"Djibouti",2020-04-13,298,2,41,255
"Djibouti",2020-04-14,363,2,53,308
"Djibouti",2020-04-15,435,2,71,362
"Djibouti",2020-04-16,591,2,73,516
"Dominica",2020-04-01,12,0,0,12
"Dominica",2020-04-02,12,0,0,12
"Dominica",2020-04-03,12,0,0,12
"Dominica",2020-04-04,14,0,0,14
"Dominica",2020-04-05,14,0,0,14
"Dominica",2020-04-06,15,0,1,14
"Dominica",2020-04-07,15,0,1,14
"Dominica",2020-04-08,15,0,1,14
"Dominica",2020-04-09,15,0,1,14
"Dominica",2020-04-10,16,0,5,11
"Dominica",2020-04-11,16,0,5,11
"Dominica",2020-04-12,16,0,8,8
"Dominica",2020-04-13,16,0,8,8
"Dominica",2020-04-14,16,0,8,8
"Dominica",2020-04-15,16,0,8,8
"Dominica",2020-04-16,16,0,8,8
"Dominican Republic",2020-04-01,1284,57,9,1218
"Dominican Republic",2020-04-02,1380,60,16,1304
"Dominican Republic",2020-04-03,1488,68,16,1404
"Dominican Republic",2020-04-04,1488,68,16,1404
"Dominican Republic",2020-04-05,1745,82,17,1646
"Dominican Republic",2020-04-06,1828,86,33,1709
"Dominican Republic",2020-04-07,1956,98,36,1822
"Dominican Republic",2020-04-08,2111,108,50,1953
"Dominican Republic",2020-04-09,2349,118,80,2151
"Dominican Republic",2020-04-10,2620,126,98,2396
"Dominican Republic",2020-04-11,2759,135,108,2516
"Dominican Republic",2020-04-12,2967,173,131,2663
"Dominican Republic",2020-04-13,3167,177,152,2838
"Dominican Republic",2020-04-14,3286,183,162,2941
"Dominican Republic",2020-04-15,3614,189,208,3217
"Dominican Republic",2020-04-16,3755,196,215,3344
"Ecuador",2020-04-01,2748,93,58,2597
"Ecuador",2020-04-02,3163,120,65,2978
"Ecuador",2020-04-03,3368,145,65,3158
"Ecuador",2020-04-04,3465,172,100,3193
"Ecuador",2020-04-05,3646,180,100,3366
"Ecuador",2020-04-06,3747,191,100,3456
"Ecuador",2020-04-07,3747,191,100,3456
"Ecuador",2020-04-08,4450,242,140,4068
"Ecuador",2020-04-09,4965,272,339,4354
"Ecuador",2020-04-10,7161,297,368,6496
"Ecuador",2020-04-11,7257,315,411,6531
"Ecuador",2020-04-12,7466,333,501,6632
"Ecuador",2020-04-13,7529,355,597,6577
"Ecuador",2020-04-14,7603,369,696,6538
"Ecuador",2020-04-15,7858,388,780,6690
"Ecuador",2020-04-16,8225,403,838,6984
"Egypt",2020-04-01,779,52,179,548
"Egypt",2020-04-02,865,58,201,606
"Egypt",2020-04-03,985,66,216,703
"Egypt",2020-04-04,1070,71,241,758
"Egypt",2020-04-05,1173,78,247,848
"Egypt",2020-04-06,1322,85,259,978
"Egypt",2020-04-07,1450,94,276,1080
"Egypt",2020-04-08,1560,103,305,1152
"Egypt",2020-04-09,1699,118,348,1233
"Egypt",2020-04-10,1794,135,384,1275
"Egypt",2020-04-11,1939,146,426,1367
"Egypt",2020-04-12,2065,159,589,1317
"Egypt",2020-04-13,2190,164,589,1437
"Egypt",2020-04-14,2350,178,589,1583
"Egypt",2020-04-15,2505,183,589,1733
"Egypt",2020-04-16,2673,196,596,1881
"El Salvador",2020-04-01,32,1,0,31
"El Salvador",2020-04-02,41,2,0,39
"El Salvador",2020-04-03,46,2,0,44
"El Salvador",2020-04-04,56,3,2,51
"El Salvador",2020-04-05,62,3,2,57
"El Salvador",2020-04-06,69,4,5,60
"El Salvador",2020-04-07,78,4,5,69
"El Salvador",2020-04-08,93,5,9,79
"El Salvador",2020-04-09,103,6,14,83
"El Salvador",2020-04-10,117,6,15,96
"El Salvador",2020-04-11,118,6,19,93
"El Salvador",2020-04-12,125,6,21,98
"El Salvador",2020-04-13,137,6,22,109
"El Salvador",2020-04-14,149,6,25,118
"El Salvador",2020-04-15,159,6,30,123
"El Salvador",2020-04-16,164,6,33,125
"Equatorial Guinea",2020-04-01,15,0,1,14
"Equatorial Guinea",2020-04-02,15,0,1,14
"Equatorial Guinea",2020-04-03,16,0,1,15
"Equatorial Guinea",2020-04-04,16,0,1,15
"Equatorial Guinea",2020-04-05,16,0,1,15
"Equatorial Guinea",2020-04-06,16,0,3,13
"Equatorial Guinea",2020-04-07,16,0,3,13
"Equatorial Guinea",2020-04-08,18,0,3,15
"Equatorial Guinea",2020-04-09,18,0,3,15
"Equatorial Guinea",2020-04-10,18,0,3,15
"Equatorial Guinea",2020-04-11,18,0,3,15
"Equatorial Guinea",2020-04-12,21,0,3,18
"Equatorial Guinea",2020-04-13,21,0,4,17
"Equatorial Guinea",2020-04-14,41,0,4,37
"Equatorial Guinea",2020-04-15,51,0,4,47
"Equatorial Guinea",2020-04-16,51,0,4,47
"Eritrea",2020-04-01,15,0,0,15
"Eritrea",2020-04-02,22,0,0,22
"Eritrea",2020-04-03,22,0,0,22
"Eritrea",2020-04-04,29,0,0,29
"Eritrea",2020-04-05,29,0,0,29
"Eritrea",2020-04-06,31,0,0,31
"Eritrea",2020-04-07,31,0,0,31
"Eritrea",2020-04-08,33,0,0,33
"Eritrea",2020-04-09,33,0,0,33
"Eritrea",2020-04-10,34,0,0,34
"Eritrea",2020-04-11,34,0,0,34
"Eritrea",2020-04-12,34,0,0,34
"Eritrea",2020-04-13,34,0,0,34
"Eritrea",2020-04-14,34,0,0,34
"Eritrea",2020-04-15,35,0,0,35
"Eritrea",2020-04-16,35,0,0,35
"Estonia",2020-04-01,779,5,33,741
"Estonia",2020-04-02,858,11,45,802
"Estonia",2020-04-03,961,12,48,901
"Estonia",2020-04-04,1039,13,59,967
"Estonia",2020-04-05,1097,15,62,1020
"Estonia",2020-04-06,1108,19,62,1027
"Estonia",2020-04-07,1149,21,69,1059
"Estonia",2020-04-08,1185,24,72,1089
"Estonia",2020-04-09,1207,24,83,1100
"Estonia",2020-04-10,1258,24,93,1141
"Estonia",2020-04-11,1304,24,93,1187
"Estonia",2020-04-12,1309,25,98,1186
"Estonia",2020-04-13,1332,28,102,1202
"Estonia",2020-04-14,1373,31,115,1227
"Estonia",2020-04-15,1400,35,117,1248
"Estonia",2020-04-16,1434,36,133,1265
"Eswatini",2020-04-01,9,0,0,9
"Eswatini",2020-04-02,9,0,0,9
"Eswatini",2020-04-03,9,0,0,9
"Eswatini",2020-04-04,9,0,0,9
"Eswatini",2020-04-05,9,0,0,9
"Eswatini",2020-04-06,10,0,4,6
"Eswatini",2020-04-07,10,0,4,6
"Eswatini",2020-04-08,12,0,7,5
"Eswatini",2020-04-09,12,0,7,5
"Eswatini",2020-04-10,12,0,7,5
"Eswatini",2020-04-11,12,0,7,5
"Eswatini",2020-04-12,14,0,7,7
"Eswatini",2020-04-13,15,0,7,8
"Eswatini",2020-04-14,15,0,8,7
"Eswatini",2020-04-15,15,0,8,7
"Eswatini",2020-04-16,16,1,8,7
"Ethiopia",2020-04-01,29,0,2,27
"Ethiopia",2020-04-02,29,0,3,26
"Ethiopia",2020-04-03,35,0,3,32
"Ethiopia",2020-04-04,38,0,4,34
"Ethiopia",2020-04-05,43,2,4,37
"Ethiopia",2020-04-06,44,2,4,38
"Ethiopia",2020-04-07,52,2,4,46
"Ethiopia",2020-04-08,55,2,4,49
"Ethiopia",2020-04-09,56,2,4,50
"Ethiopia",2020-04-10,65,3,4,58
"Ethiopia",2020-04-11,69,3,10,56
"Ethiopia",2020-04-12,71,3,10,58
"Ethiopia",2020-04-13,74,3,14,57
"Ethiopia",2020-04-14,82,3,14,65
"Ethiopia",2020-04-15,85,3,15,67
"Ethiopia",2020-04-16,92,3,15,74
"Fiji",2020-04-01,5,0,0,5
"Fiji",2020-04-02,7,0,0,7
"Fiji",2020-04-03,7,0,0,7
"Fiji",2020-04-04,12,0,0,12
"Fiji",2020-04-05,12,0,0,12
"Fiji",2020-04-06,14,0,0,14
"Fiji",2020-04-07,15,0,0,15
"Fiji",2020-04-08,15,0,0,15
"Fiji",2020-04-09,15,0,0,15
"Fiji",2020-04-10,16,0,0,16
"Fiji",2020-04-11,16,0,0,16
"Fiji",2020-04-12,16,0,0,16
"Fiji",2020-04-13,16,0,0,16
"Fiji",2020-04-14,16,0,0,16
"Fiji",2020-04-15,16,0,0,16
"Fiji",2020-04-16,17,0,0,17
"Finland",2020-04-01,1446,17,10,1419
"Finland",2020-04-02,1518,19,300,1199
"Finland",2020-04-03,1615,20,300,1295
"Finland",2020-04-04,1882,25,300,1557
"Finland",2020-04-05,1927,28,300,1599
"Finland",2020-04-06,2176,27,300,1849
"Finland",2020-04-07,2308,34,300,1974
"Finland",2020-04-08,2487,40,300,2147
"Finland",2020-04-09,2605,42,300,2263
"Finland",2020-04-10,2769,48,300,2421
"Finland",2020-04-11,2905,49,300,2556
"Finland",2020-04-12,2974,56,300,2618
"Finland",2020-04-13,3064,59,300,2705
"Finland",2020-04-14,3161,64,300,2797
"Finland",2020-04-15,3237,72,300,2865
"Finland",2020-04-16,3369,75,1700,1594
"France",2020-04-01,6,0,1,5
"France",2020-04-01,15,1,2,12
"France",2020-04-01,16,0,0,16
"France",2020-04-01,37,0,0,37
"France",2020-04-01,51,0,15,36
"France",2020-04-01,94,1,10,83
"France",2020-04-01,125,6,24,95
"France",2020-04-01,135,3,27,105
"France",2020-04-01,281,0,40,241
"France",2020-04-01,56989,4032,10934,42023
"France",2020-04-02,6,0,1,5
"France",2020-04-02,18,0,1,17
"France",2020-04-02,22,1,2,19
"France",2020-04-02,37,0,0,37
"France",2020-04-02,51,0,15,36
"France",2020-04-02,116,1,10,105
"France",2020-04-02,128,6,24,98
"France",2020-04-02,138,3,27,108
"France",2020-04-02,308,0,40,268
"France",2020-04-02,59105,5387,12428,41290
"France",2020-04-03,6,0,1,5
"France",2020-04-03,18,0,1,17
"France",2020-04-03,22,1,2,19
"France",2020-04-03,39,0,0,39
"France",2020-04-03,57,0,22,35
"France",2020-04-03,128,2,10,116
"France",2020-04-03,130,7,24,99
"France",2020-04-03,143,3,27,113
"France",2020-04-03,321,0,40,281
"France",2020-04-03,64338,6507,14008,43823
"France",2020-04-04,6,0,1,5
"France",2020-04-04,17,0,1,16
"France",2020-04-04,24,2,5,17
"France",2020-04-04,40,0,0,40
"France",2020-04-04,61,0,22,39
"France",2020-04-04,134,2,14,118
"France",2020-04-04,134,7,24,103
"France",2020-04-04,145,3,27,115
"France",2020-04-04,334,0,40,294
"France",2020-04-04,89953,7560,15438,66955
"France",2020-04-05,1,0,0,1
"France",2020-04-05,6,0,1,5
"France",2020-04-05,18,0,1,17
"France",2020-04-05,32,2,7,23
"France",2020-04-05,41,0,0,41
"France",2020-04-05,61,0,22,39
"France",2020-04-05,135,7,31,97
"France",2020-04-05,147,2,14,131
"France",2020-04-05,149,4,50,95
"France",2020-04-05,344,0,40,304
"France",2020-04-05,92839,8078,16183,68578
"France",2020-04-06,1,0,0,1
"France",2020-04-06,6,0,1,5
"France",2020-04-06,18,0,1,17
"France",2020-04-06,32,2,7,23
"France",2020-04-06,42,0,0,42
"France",2020-04-06,72,0,34,38
"France",2020-04-06,135,7,31,97
"France",2020-04-06,147,2,14,131
"France",2020-04-06,151,4,50,97
"France",2020-04-06,349,0,40,309
"France",2020-04-06,98010,8911,17250,71849
"France",2020-04-07,1,0,0,1
"France",2020-04-07,6,0,1,5
"France",2020-04-07,18,0,1,17
"France",2020-04-07,32,2,7,23
"France",2020-04-07,47,0,0,47
"France",2020-04-07,72,0,34,38
"France",2020-04-07,139,7,31,101
"France",2020-04-07,152,4,50,98
"France",2020-04-07,171,2,22,147
"France",2020-04-07,358,0,40,318
"France",2020-04-07,109069,10328,19337,79404
"France",2020-04-08,1,0,0,1
"France",2020-04-08,6,0,1,5
"France",2020-04-08,18,0,1,17
"France",2020-04-08,32,2,7,23
"France",2020-04-08,51,0,0,51
"France",2020-04-08,77,0,34,43
"France",2020-04-08,141,8,43,90
"France",2020-04-08,154,6,50,98
"France",2020-04-08,171,2,22,147
"France",2020-04-08,358,0,40,318
"France",2020-04-08,112950,10869,21254,80827
"France",2020-04-09,1,0,0,1
"France",2020-04-09,6,0,1,5
"France",2020-04-09,18,0,1,17
"France",2020-04-09,32,2,7,23
"France",2020-04-09,51,0,0,51
"France",2020-04-09,83,0,43,40
"France",2020-04-09,141,8,43,90
"France",2020-04-09,154,6,50,98
"France",2020-04-09,184,2,22,160
"France",2020-04-09,362,0,40,322
"France",2020-04-09,117749,12210,23206,82333
"France",2020-04-10,1,0,0,1
"France",2020-04-10,6,0,1,5
"France",2020-04-10,18,0,1,17
"France",2020-04-10,32,2,11,19
"France",2020-04-10,51,0,0,51
"France",2020-04-10,83,0,43,40
"France",2020-04-10,143,8,67,68
"France",2020-04-10,155,6,50,99
"France",2020-04-10,191,2,50,139
"France",2020-04-10,382,0,40,342
"France",2020-04-10,124869,13197,24932,86740
"France",2020-04-11,1,0,0,1
"France",2020-04-11,6,0,1,5
"France",2020-04-11,18,0,1,17
"France",2020-04-11,32,2,11,19
"France",2020-04-11,51,0,0,51
"France",2020-04-11,83,0,43,40
"France",2020-04-11,143,8,67,68
"France",2020-04-11,155,6,50,99
"France",2020-04-11,196,3,59,134
"France",2020-04-11,388,0,40,348
"France",2020-04-11,129654,13832,26391,89431
"France",2020-04-12,1,0,0,1
"France",2020-04-12,6,0,4,2
"France",2020-04-12,18,0,1,17
"France",2020-04-12,32,2,11,19
"France",2020-04-12,53,0,0,53
"France",2020-04-12,86,0,51,35
"France",2020-04-12,143,8,67,68
"France",2020-04-12,155,6,50,99
"France",2020-04-12,196,3,59,134
"France",2020-04-12,389,0,40,349
"France",2020-04-12,132591,14393,27186,91012
"France",2020-04-13,1,0,0,1
"France",2020-04-13,6,0,4,2
"France",2020-04-13,18,0,1,17
"France",2020-04-13,32,2,11,19
"France",2020-04-13,55,0,0,55
"France",2020-04-13,86,0,51,35
"France",2020-04-13,143,8,67,68
"France",2020-04-13,157,6,50,101
"France",2020-04-13,207,3,59,145
"France",2020-04-13,391,0,40,351
"France",2020-04-13,136779,14967,27718,94094
"France",2020-04-14,1,0,0,1
"France",2020-04-14,6,0,4,2
"France",2020-04-14,18,0,1,17
"France",2020-04-14,32,2,11,19
"France",2020-04-14,55,0,0,55
"France",2020-04-14,86,0,51,35
"France",2020-04-14,145,8,67,70
"France",2020-04-14,157,6,50,101
"France",2020-04-14,217,3,69,145
"France",2020-04-14,391,0,40,351
"France",2020-04-14,130253,15729,28805,85719
"France",2020-04-15,1,0,0,1
"France",2020-04-15,6,0,4,2
"France",2020-04-15,18,0,1,17
"France",2020-04-15,35,2,13,20
"France",2020-04-15,55,0,0,55
"France",2020-04-15,86,0,51,35
"France",2020-04-15,145,8,67,70
"France",2020-04-15,158,8,73,77
"France",2020-04-15,217,3,69,145
"France",2020-04-15,391,0,237,154
"France",2020-04-15,133470,17167,30955,85348
"France",2020-04-16,1,0,0,1
"France",2020-04-16,6,0,4,2
"France",2020-04-16,18,0,1,17
"France",2020-04-16,35,2,13,20
"France",2020-04-16,55,0,0,55
"France",2020-04-16,86,0,51,35
"France",2020-04-16,145,8,67,70
"France",2020-04-16,158,8,73,77
"France",2020-04-16,233,3,69,161
"France",2020-04-16,394,0,237,157
"France",2020-04-16,145960,17920,32812,95228
"Gabon",2020-04-01,18,1,0,17
"Gabon",2020-04-02,21,1,0,20
"Gabon",2020-04-03,21,1,1,19
"Gabon",2020-04-04,21,1,1,19
"Gabon",2020-04-05,21,1,1,19
"Gabon",2020-04-06,24,1,1,22
"Gabon",2020-04-07,30,1,1,28
"Gabon",2020-04-08,34,1,1,32
"Gabon",2020-04-09,44,1,1,42
"Gabon",2020-04-10,44,1,1,42
"Gabon",2020-04-11,46,1,1,44
"Gabon",2020-04-12,49,1,1,47
"Gabon",2020-04-13,57,1,1,55
"Gabon",2020-04-14,57,1,1,55
"Gabon",2020-04-15,80,1,4,75
"Gabon",2020-04-16,80,1,4,75
"Gambia",2020-04-01,4,1,2,1
"Gambia",2020-04-02,4,1,2,1
"Gambia",2020-04-03,4,1,2,1
"Gambia",2020-04-04,4,1,2,1
"Gambia",2020-04-05,4,1,2,1
"Gambia",2020-04-06,4,1,2,1
"Gambia",2020-04-07,4,1,2,1
"Gambia",2020-04-08,4,1,2,1
"Gambia",2020-04-09,4,1,2,1
"Gambia",2020-04-10,4,1,2,1
"Gambia",2020-04-11,9,1,2,6
"Gambia",2020-04-12,9,1,2,6
"Gambia",2020-04-13,9,1,2,6
"Gambia",2020-04-14,9,1,2,6
"Gambia",2020-04-15,9,1,2,6
"Gambia",2020-04-16,9,1,2,6
"Georgia",2020-04-01,117,0,23,94
"Georgia",2020-04-02,134,0,26,108
"Georgia",2020-04-03,155,0,28,127
"Georgia",2020-04-04,162,1,36,125
"Georgia",2020-04-05,174,2,36,136
"Georgia",2020-04-06,188,2,39,147
"Georgia",2020-04-07,196,3,46,147
"Georgia",2020-04-08,211,3,50,158
"Georgia",2020-04-09,218,3,51,164
"Georgia",2020-04-10,234,3,54,177
"Georgia",2020-04-11,242,3,60,179
"Georgia",2020-04-12,257,3,67,187
"Georgia",2020-04-13,272,3,68,201
"Georgia",2020-04-14,300,3,69,228
"Georgia",2020-04-15,306,3,71,232
"Georgia",2020-04-16,348,3,76,269
"Germany",2020-04-01,77872,920,18700,58252
"Germany",2020-04-02,84794,1107,22440,61247
"Germany",2020-04-03,91159,1275,24575,65309
"Germany",2020-04-04,96092,1444,26400,68248
"Germany",2020-04-05,100123,1584,28700,69839
"Germany",2020-04-06,103374,1810,28700,72864
"Germany",2020-04-07,107663,2016,36081,69566
"Germany",2020-04-08,113296,2349,46300,64647
"Germany",2020-04-09,118181,2607,52407,63167
"Germany",2020-04-10,122171,2767,53913,65491
"Germany",2020-04-11,124908,2736,57400,64772
"Germany",2020-04-12,127854,3022,60300,64532
"Germany",2020-04-13,130072,3194,64300,62578
"Germany",2020-04-14,131359,3294,68200,59865
"Germany",2020-04-15,134753,3804,72600,58349
"Germany",2020-04-16,137698,4052,77000,56646
"Ghana",2020-04-01,195,5,31,159
"Ghana",2020-04-02,204,5,31,168
"Ghana",2020-04-03,205,5,31,169
"Ghana",2020-04-04,205,5,31,169
"Ghana",2020-04-05,214,5,31,178
"Ghana",2020-04-06,214,5,31,178
"Ghana",2020-04-07,287,5,31,251
"Ghana",2020-04-08,313,6,34,273
"Ghana",2020-04-09,378,6,3,369
"Ghana",2020-04-10,378,6,4,368
"Ghana",2020-04-11,408,8,4,396
"Ghana",2020-04-12,566,8,4,554
"Ghana",2020-04-13,566,8,4,554
"Ghana",2020-04-14,636,8,17,611
"Ghana",2020-04-15,636,8,17,611
"Ghana",2020-04-16,641,8,83,550
"Greece",2020-04-01,1415,50,52,1313
"Greece",2020-04-02,1544,53,61,1430
"Greece",2020-04-03,1613,63,78,1472
"Greece",2020-04-04,1673,68,78,1527
"Greece",2020-04-05,1735,73,78,1584
"Greece",2020-04-06,1755,79,269,1407
"Greece",2020-04-07,1832,81,269,1482
"Greece",2020-04-08,1884,83,269,1532
"Greece",2020-04-09,1955,87,269,1599
"Greece",2020-04-10,2011,92,269,1650
"Greece",2020-04-11,2081,93,269,1719
"Greece",2020-04-12,2114,98,269,1747
"Greece",2020-04-13,2145,99,269,1777
"Greece",2020-04-14,2170,101,269,1800
"Greece",2020-04-15,2192,102,269,1821
"Greece",2020-04-16,2207,105,269,1833
"Grenada",2020-04-01,9,0,0,9
"Grenada",2020-04-02,10,0,0,10
"Grenada",2020-04-03,12,0,0,12
"Grenada",2020-04-04,12,0,0,12
"Grenada",2020-04-05,12,0,0,12
"Grenada",2020-04-06,12,0,0,12
"Grenada",2020-04-07,12,0,0,12
"Grenada",2020-04-08,12,0,0,12
"Grenada",2020-04-09,12,0,0,12
"Grenada",2020-04-10,14,0,0,14
"Grenada",2020-04-11,14,0,0,14
"Grenada",2020-04-12,14,0,0,14
"Grenada",2020-04-13,14,0,0,14
"Grenada",2020-04-14,14,0,0,14
"Grenada",2020-04-15,14,0,0,14
"Grenada",2020-04-16,14,0,0,14
"Guatemala",2020-04-01,39,1,12,26
"Guatemala",2020-04-02,47,1,12,34
"Guatemala",2020-04-03,50,1,12,37
"Guatemala",2020-04-04,61,2,15,44
"Guatemala",2020-04-05,61,2,15,44
"Guatemala",2020-04-06,70,3,15,52
"Guatemala",2020-04-07,77,3,17,57
"Guatemala",2020-04-08,87,3,17,67
"Guatemala",2020-04-09,95,3,17,75
"Guatemala",2020-04-10,126,3,17,106
"Guatemala",2020-04-11,137,3,19,115
"Guatemala",2020-04-12,155,5,19,131
"Guatemala",2020-04-13,156,5,19,132
"Guatemala",2020-04-14,167,5,19,143
"Guatemala",2020-04-15,180,5,19,156
"Guatemala",2020-04-16,196,5,19,172
"Guinea",2020-04-01,30,0,0,30
"Guinea",2020-04-02,52,0,0,52
"Guinea",2020-04-03,73,0,2,71
"Guinea",2020-04-04,111,0,5,106
"Guinea",2020-04-05,121,0,5,116
"Guinea",2020-04-06,128,0,5,123
"Guinea",2020-04-07,144,0,5,139
"Guinea",2020-04-08,164,0,5,159
"Guinea",2020-04-09,194,0,11,183
"Guinea",2020-04-10,212,0,15,197
"Guinea",2020-04-11,250,0,17,233
"Guinea",2020-04-12,250,0,17,233
"Guinea",2020-04-13,319,0,17,302
"Guinea",2020-04-14,363,0,31,332
"Guinea",2020-04-15,404,1,31,372
"Guinea",2020-04-16,438,1,49,388
"Guinea-Bissau",2020-04-01,9,0,0,9
"Guinea-Bissau",2020-04-02,9,0,0,9
"Guinea-Bissau",2020-04-03,15,0,0,15
"Guinea-Bissau",2020-04-04,18,0,0,18
"Guinea-Bissau",2020-04-05,18,0,0,18
"Guinea-Bissau",2020-04-06,18,0,0,18
"Guinea-Bissau",2020-04-07,33,0,0,33
"Guinea-Bissau",2020-04-08,33,0,0,33
"Guinea-Bissau",2020-04-09,36,0,0,36
"Guinea-Bissau",2020-04-10,36,0,0,36
"Guinea-Bissau",2020-04-11,38,0,0,38
"Guinea-Bissau",2020-04-12,38,0,0,38
"Guinea-Bissau",2020-04-13,38,0,0,38
"Guinea-Bissau",2020-04-14,38,0,0,38
"Guinea-Bissau",2020-04-15,43,0,0,43
"Guinea-Bissau",2020-04-16,43,0,0,43
"Guyana",2020-04-01,19,2,0,17
"Guyana",2020-04-02,19,4,0,15
"Guyana",2020-04-03,23,4,0,19
"Guyana",2020-04-04,23,4,0,19
"Guyana",2020-04-05,24,4,0,20
"Guyana",2020-04-06,31,4,8,19
"Guyana",2020-04-07,33,5,8,20
"Guyana",2020-04-08,37,6,8,23
"Guyana",2020-04-09,37,6,8,23
"Guyana",2020-04-10,37,6,8,23
"Guyana",2020-04-11,45,6,8,31
"Guyana",2020-04-12,45,6,8,31
"Guyana",2020-04-13,45,6,8,31
"Guyana",2020-04-14,47,6,8,33
"Guyana",2020-04-15,55,6,8,41
"Guyana",2020-04-16,55,6,8,41
"Haiti",2020-04-01,16,0,1,15
"Haiti",2020-04-02,16,0,1,15
"Haiti",2020-04-03,18,0,1,17
"Haiti",2020-04-04,20,0,1,19
"Haiti",2020-04-05,21,1,1,19
"Haiti",2020-04-06,24,1,0,23
"Haiti",2020-04-07,25,1,0,24
"Haiti",2020-04-08,27,1,0,26
"Haiti",2020-04-09,30,2,0,28
"Haiti",2020-04-10,31,2,0,29
"Haiti",2020-04-11,33,2,0,31
"Haiti",2020-04-12,33,3,0,30
"Haiti",2020-04-13,40,3,0,37
"Haiti",2020-04-14,40,3,0,37
"Haiti",2020-04-15,41,3,0,38
"Haiti",2020-04-16,41,3,0,38
"Holy See",2020-04-01,6,0,0,6
"Holy See",2020-04-02,7,0,0,7
"Holy See",2020-04-03,7,0,0,7
"Holy See",2020-04-04,7,0,0,7
"Holy See",2020-04-05,7,0,0,7
"Holy See",2020-04-06,7,0,0,7
"Holy See",2020-04-07,7,0,0,7
"Holy See",2020-04-08,8,0,2,6
"Holy See",2020-04-09,8,0,2,6
"Holy See",2020-04-10,8,0,2,6
"Holy See",2020-04-11,8,0,2,6
"Holy See",2020-04-12,8,0,2,6
"Holy See",2020-04-13,8,0,2,6
"Holy See",2020-04-14,8,0,2,6
"Holy See",2020-04-15,8,0,2,6
